ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type
deliver_p-660596,2023-10-18 12:00:42+00:00,package delivered,p-660596,,2.955,,packages
create_p-660599,2023-10-18 12:02:09+00:00,create package,p-660599,,4.752,,packages
send_p-660598,2023-10-18 12:40:20+00:00,send package,p-660598,,1.5,,packages
fail_p-660598_170,2023-10-18 14:11:53+00:00,failed delivery,p-660598,,1.5,,packages
deliver_p-660597,2023-10-18 15:08:29+00:00,package delivered,p-660597,,9.114,,packages
send_p-660595,2023-10-18 15:56:16+00:00,send package,p-660595,,3.192,,packages
create_p-660600,2023-10-18 16:11:54+00:00,create package,p-660600,,6.566,,packages
send_p-660600,2023-10-18 20:40:55+00:00,send package,p-660600,,6.566,,packages
deliver_p-660593,2023-10-18 21:35:10+00:00,package delivered,p-660593,,3.955,,packages
send_p-660599,2023-10-19 08:55:59+00:00,send package,p-660599,,4.752,,packages
deliver_p-660598,2023-10-19 09:46:20+00:00,package delivered,p-660598,,1.5,,packages
create_p-660601,2023-10-19 09:46:38+00:00,create package,p-660601,,9.653,,packages
deliver_p-660595,2023-10-19 09:52:33+00:00,package delivered,p-660595,,3.192,,packages
deliver_p-660600,2023-10-19 10:51:22+00:00,package delivered,p-660600,,6.566,,packages
create_p-660602,2023-10-19 12:23:23+00:00,create package,p-660602,,0.856,,packages
fail_p-660599_171,2023-10-19 12:54:39+00:00,failed delivery,p-660599,,4.752,,packages
send_p-660601,2023-10-19 14:44:13+00:00,send package,p-660601,,9.653,,packages
fail_p-660599_172,2023-10-19 15:42:14+00:00,failed delivery,p-660599,,4.752,,packages
create_p-660603,2023-10-19 16:13:46+00:00,create package,p-660603,,2.392,,packages
deliver_p-660601,2023-10-19 16:39:19+00:00,package delivered,p-660601,,9.653,,packages
deliver_p-660599,2023-10-19 16:52:31+00:00,package delivered,p-660599,,4.752,,packages
create_p-660604,2023-10-19 17:31:41+00:00,create package,p-660604,,7.567,,packages
send_p-660604,2023-10-19 21:54:20+00:00,send package,p-660604,,7.567,,packages
create_p-660605,2023-10-20 01:00:00+00:00,create package,p-660605,,6.543,,packages
send_p-660602,2023-10-20 10:18:27+00:00,send package,p-660602,,0.856,,packages
send_p-660603,2023-10-20 10:58:24+00:00,send package,p-660603,,2.392,,packages
deliver_p-660602,2023-10-20 11:39:05+00:00,package delivered,p-660602,,0.856,,packages
fail_p-660603_173,2023-10-20 12:47:02+00:00,failed delivery,p-660603,,2.392,,packages
deliver_p-660604,2023-10-20 12:52:51+00:00,package delivered,p-660604,,7.567,,packages
send_p-660605,2023-10-20 15:56:54+00:00,send package,p-660605,,6.543,,packages
create_p-660606,2023-10-20 16:15:47+00:00,create package,p-660606,,4.153,,packages
fail_p-660603_174,2023-10-20 16:45:31+00:00,failed delivery,p-660603,,2.392,,packages
deliver_p-660605,2023-10-20 18:51:25+00:00,package delivered,p-660605,,6.543,,packages
create_p-660607,2023-10-23 08:46:58+00:00,create package,p-660607,,2.287,,packages
create_p-660608,2023-10-23 11:05:59+00:00,create package,p-660608,,4.016,,packages
create_p-660609,2023-10-23 12:19:34+00:00,create package,p-660609,,2.379,,packages
send_p-660608,2023-10-23 13:48:18+00:00,send package,p-660608,,4.016,,packages
send_p-660609,2023-10-23 14:37:09+00:00,send package,p-660609,,2.379,,packages
send_p-660607,2023-10-23 14:41:57+00:00,send package,p-660607,,2.287,,packages
send_p-660606,2023-10-23 14:47:39+00:00,send package,p-660606,,4.153,,packages
deliver_p-660603,2023-10-23 15:47:49+00:00,package delivered,p-660603,,2.392,,packages
create_p-660610,2023-10-23 16:27:47+00:00,create package,p-660610,,0.952,,packages
send_p-660610,2023-10-23 16:56:56+00:00,send package,p-660610,,0.952,,packages
fail_p-660608_175,2023-10-23 17:00:26+00:00,failed delivery,p-660608,,4.016,,packages
create_p-660611,2023-10-23 17:09:59+00:00,create package,p-660611,,2.18,,packages
fail_p-660609_176,2023-10-23 17:32:56+00:00,failed delivery,p-660609,,2.379,,packages
create_p-660612,2023-10-24 09:37:25+00:00,create package,p-660612,,7.228,,packages
deliver_p-660606,2023-10-24 10:08:38+00:00,package delivered,p-660606,,4.153,,packages
send_p-660611,2023-10-24 12:09:59+00:00,send package,p-660611,,2.18,,packages
fail_p-660608_177,2023-10-24 13:23:21+00:00,failed delivery,p-660608,,4.016,,packages
fail_p-660607_178,2023-10-24 13:29:09+00:00,failed delivery,p-660607,,2.287,,packages
send_p-660612,2023-10-24 13:55:21+00:00,send package,p-660612,,7.228,,packages
create_p-660613,2023-10-24 14:29:50+00:00,create package,p-660613,,4.344,,packages
create_p-660614,2023-10-24 15:34:44+00:00,create package,p-660614,,3.436,,packages
deliver_p-660607,2023-10-24 15:43:26+00:00,package delivered,p-660607,,2.287,,packages
create_p-660615,2023-10-24 16:22:03+00:00,create package,p-660615,,0.941,,packages
create_p-660616,2023-10-24 16:46:36+00:00,create package,p-660616,,6.733,,packages
create_p-660617,2023-10-24 17:44:43+00:00,create package,p-660617,,3.539,,packages
send_p-660616,2023-10-24 18:03:25+00:00,send package,p-660616,,6.733,,packages
fail_p-660610_179,2023-10-24 19:26:01+00:00,failed delivery,p-660610,,0.952,,packages
create_p-660618,2023-10-25 01:00:00+00:00,create package,p-660618,,4.551,,packages
send_p-660618,2023-10-25 08:28:06+00:00,send package,p-660618,,4.551,,packages
send_p-660615,2023-10-25 08:43:27+00:00,send package,p-660615,,0.941,,packages
deliver_p-660609,2023-10-25 08:54:55+00:00,package delivered,p-660609,,2.379,,packages
send_p-660617,2023-10-25 09:57:06+00:00,send package,p-660617,,3.539,,packages
deliver_p-660610,2023-10-25 10:19:20+00:00,package delivered,p-660610,,0.952,,packages
create_p-660619,2023-10-25 11:33:56+00:00,create package,p-660619,,6.421,,packages
deliver_p-660616,2023-10-25 11:38:25+00:00,package delivered,p-660616,,6.733,,packages
deliver_p-660617,2023-10-25 12:27:32+00:00,package delivered,p-660617,,3.539,,packages
deliver_p-660615,2023-10-25 13:00:05+00:00,package delivered,p-660615,,0.941,,packages
deliver_p-660612,2023-10-25 13:07:44+00:00,package delivered,p-660612,,7.228,,packages
fail_p-660611_180,2023-10-25 13:09:10+00:00,failed delivery,p-660611,,2.18,,packages
send_p-660619,2023-10-25 13:53:01+00:00,send package,p-660619,,6.421,,packages
create_p-660620,2023-10-25 14:21:08+00:00,create package,p-660620,,6.615,,packages
send_p-660613,2023-10-25 14:26:30+00:00,send package,p-660613,,4.344,,packages
fail_p-660613_181,2023-10-25 14:45:13+00:00,failed delivery,p-660613,,4.344,,packages
deliver_p-660608,2023-10-25 14:55:18+00:00,package delivered,p-660608,,4.016,,packages
send_p-660614,2023-10-25 15:01:55+00:00,send package,p-660614,,3.436,,packages
deliver_p-660618,2023-10-25 15:19:30+00:00,package delivered,p-660618,,4.551,,packages
create_p-660621,2023-10-25 15:47:04+00:00,create package,p-660621,,3.75,,packages
deliver_p-660611,2023-10-25 16:17:55+00:00,package delivered,p-660611,,2.18,,packages
deliver_p-660619,2023-10-25 17:17:24+00:00,package delivered,p-660619,,6.421,,packages
create_p-660622,2023-10-25 19:24:12+00:00,create package,p-660622,,6.363,,packages
send_p-660622,2023-10-26 09:31:02+00:00,send package,p-660622,,6.363,,packages
deliver_p-660622,2023-10-26 09:56:16+00:00,package delivered,p-660622,,6.363,,packages
deliver_p-660613,2023-10-26 10:11:01+00:00,package delivered,p-660613,,4.344,,packages
create_p-660623,2023-10-26 10:11:33+00:00,create package,p-660623,,1.71,,packages
create_p-660624,2023-10-26 10:55:57+00:00,create package,p-660624,,7.233,,packages
send_p-660623,2023-10-26 11:21:48+00:00,send package,p-660623,,1.71,,packages
deliver_p-660623,2023-10-26 13:02:07+00:00,package delivered,p-660623,,1.71,,packages
create_p-660625,2023-10-26 13:02:28+00:00,create package,p-660625,,7.191,,packages
send_p-660620,2023-10-26 14:29:05+00:00,send package,p-660620,,6.615,,packages
send_p-660624,2023-10-26 14:55:43+00:00,send package,p-660624,,7.233,,packages
deliver_p-660620,2023-10-26 15:39:48+00:00,package delivered,p-660620,,6.615,,packages
send_p-660621,2023-10-26 16:04:16+00:00,send package,p-660621,,3.75,,packages
deliver_p-660614,2023-10-26 16:28:02+00:00,package delivered,p-660614,,3.436,,packages
create_p-660626,2023-10-26 17:48:08+00:00,create package,p-660626,,1.633,,packages
send_p-660625,2023-10-27 08:54:01+00:00,send package,p-660625,,7.191,,packages
create_p-660627,2023-10-27 09:22:57+00:00,create package,p-660627,,2.93,,packages
create_p-660628,2023-10-27 10:48:14+00:00,create package,p-660628,,5.125,,packages
deliver_p-660621,2023-10-27 11:23:49+00:00,package delivered,p-660621,,3.75,,packages
deliver_p-660625,2023-10-27 13:13:20+00:00,package delivered,p-660625,,7.191,,packages
create_p-660629,2023-10-27 13:30:12+00:00,create package,p-660629,,2.805,,packages
create_p-660630,2023-10-27 15:22:39+00:00,create package,p-660630,,0.726,,packages
create_p-660631,2023-10-27 15:59:28+00:00,create package,p-660631,,6.81,,packages
deliver_p-660624,2023-10-27 16:30:24+00:00,package delivered,p-660624,,7.233,,packages
send_p-660631,2023-10-27 19:03:29+00:00,send package,p-660631,,6.81,,packages
send_p-660627,2023-10-27 20:21:21+00:00,send package,p-660627,,2.93,,packages
send_p-660630,2023-10-27 21:09:38+00:00,send package,p-660630,,0.726,,packages
create_p-660632,2023-10-30 00:00:00+00:00,create package,p-660632,,4.068,,packages
send_p-660626,2023-10-30 08:56:07+00:00,send package,p-660626,,1.633,,packages
create_p-660633,2023-10-30 10:17:39+00:00,create package,p-660633,,6.756,,packages
send_p-660628,2023-10-30 10:30:15+00:00,send package,p-660628,,5.125,,packages
deliver_p-660628,2023-10-30 10:59:38+00:00,package delivered,p-660628,,5.125,,packages
deliver_p-660627,2023-10-30 12:22:47+00:00,package delivered,p-660627,,2.93,,packages
send_p-660632,2023-10-30 12:23:53+00:00,send package,p-660632,,4.068,,packages
create_p-660634,2023-10-30 13:21:31+00:00,create package,p-660634,,5.426,,packages
send_p-660633,2023-10-30 14:29:09+00:00,send package,p-660633,,6.756,,packages
deliver_p-660630,2023-10-30 16:12:15+00:00,package delivered,p-660630,,0.726,,packages
deliver_p-660631,2023-10-30 16:47:13+00:00,package delivered,p-660631,,6.81,,packages
send_p-660634,2023-10-30 17:15:21+00:00,send package,p-660634,,5.426,,packages
create_p-660635,2023-10-30 17:20:15+00:00,create package,p-660635,,6.098,,packages
send_p-660629,2023-10-30 17:39:44+00:00,send package,p-660629,,2.805,,packages
deliver_p-660626,2023-10-30 19:37:25+00:00,package delivered,p-660626,,1.633,,packages
fail_p-660634_182,2023-10-31 09:24:32+00:00,failed delivery,p-660634,,5.426,,packages
send_p-660635,2023-10-31 10:44:56+00:00,send package,p-660635,,6.098,,packages
deliver_p-660632,2023-10-31 11:30:59+00:00,package delivered,p-660632,,4.068,,packages
create_p-660636,2023-10-31 11:53:09+00:00,create package,p-660636,,1.123,,packages
deliver_p-660635,2023-10-31 12:35:27+00:00,package delivered,p-660635,,6.098,,packages
deliver_p-660629,2023-10-31 12:55:18+00:00,package delivered,p-660629,,2.805,,packages
create_p-660637,2023-10-31 13:14:58+00:00,create package,p-660637,,9.4,,packages
deliver_p-660633,2023-10-31 14:33:09+00:00,package delivered,p-660633,,6.756,,packages
send_p-660637,2023-10-31 17:43:48+00:00,send package,p-660637,,9.4,,packages
create_p-660638,2023-11-01 09:20:38+00:00,create package,p-660638,,2.531,,packages
fail_p-660634_183,2023-11-01 09:58:57+00:00,failed delivery,p-660634,,5.426,,packages
create_p-660639,2023-11-01 10:27:21+00:00,create package,p-660639,,2.343,,packages
create_p-660640,2023-11-01 10:52:11+00:00,create package,p-660640,,5.07,,packages
create_p-660641,2023-11-01 14:52:11+00:00,create package,p-660641,,2.791,,packages
send_p-660636,2023-11-01 15:16:50+00:00,send package,p-660636,,1.123,,packages
fail_p-660636_184,2023-11-01 15:17:12+00:00,failed delivery,p-660636,,1.123,,packages
send_p-660639,2023-11-01 16:11:01+00:00,send package,p-660639,,2.343,,packages
send_p-660638,2023-11-01 16:18:26+00:00,send package,p-660638,,2.531,,packages
deliver_p-660636,2023-11-01 16:34:38+00:00,package delivered,p-660636,,1.123,,packages
deliver_p-660637,2023-11-01 16:45:01+00:00,package delivered,p-660637,,9.4,,packages
send_p-660640,2023-11-01 17:19:11+00:00,send package,p-660640,,5.07,,packages
deliver_p-660634,2023-11-01 17:24:24+00:00,package delivered,p-660634,,5.426,,packages
deliver_p-660640,2023-11-01 17:50:38+00:00,package delivered,p-660640,,5.07,,packages
send_p-660641,2023-11-01 18:00:05+00:00,send package,p-660641,,2.791,,packages
deliver_p-660639,2023-11-01 20:47:34+00:00,package delivered,p-660639,,2.343,,packages
create_p-660642,2023-11-02 08:50:47+00:00,create package,p-660642,,4.097,,packages
deliver_p-660641,2023-11-02 11:03:51+00:00,package delivered,p-660641,,2.791,,packages
create_p-660643,2023-11-02 11:31:06+00:00,create package,p-660643,,4.057,,packages
deliver_p-660638,2023-11-02 12:13:05+00:00,package delivered,p-660638,,2.531,,packages
create_p-660644,2023-11-02 13:38:15+00:00,create package,p-660644,,7.922,,packages
send_p-660644,2023-11-02 15:23:50+00:00,send package,p-660644,,7.922,,packages
deliver_p-660644,2023-11-02 15:54:23+00:00,package delivered,p-660644,,7.922,,packages
create_p-660645,2023-11-02 16:14:02+00:00,create package,p-660645,,0.863,,packages
create_p-660646,2023-11-02 16:23:18+00:00,create package,p-660646,,4.636,,packages
send_p-660646,2023-11-02 18:09:59+00:00,send package,p-660646,,4.636,,packages
send_p-660643,2023-11-02 20:28:55+00:00,send package,p-660643,,4.057,,packages
send_p-660645,2023-11-02 20:44:04+00:00,send package,p-660645,,0.863,,packages
create_p-660647,2023-11-03 08:45:35+00:00,create package,p-660647,,2.602,,packages
deliver_p-660645,2023-11-03 08:53:46+00:00,package delivered,p-660645,,0.863,,packages
send_p-660642,2023-11-03 11:34:36+00:00,send package,p-660642,,4.097,,packages
fail_p-660646_185,2023-11-03 11:48:10+00:00,failed delivery,p-660646,,4.636,,packages
deliver_p-660642,2023-11-03 12:52:25+00:00,package delivered,p-660642,,4.097,,packages
create_p-660648,2023-11-03 13:17:49+00:00,create package,p-660648,,3.281,,packages
fail_p-660646_186,2023-11-03 13:36:03+00:00,failed delivery,p-660646,,4.636,,packages
fail_p-660646_187,2023-11-03 15:22:20+00:00,failed delivery,p-660646,,4.636,,packages
create_p-660649,2023-11-03 15:40:45+00:00,create package,p-660649,,3.11,,packages
send_p-660648,2023-11-03 15:42:14+00:00,send package,p-660648,,3.281,,packages
deliver_p-660643,2023-11-03 15:43:20+00:00,package delivered,p-660643,,4.057,,packages
send_p-660647,2023-11-03 15:47:00+00:00,send package,p-660647,,2.602,,packages
deliver_p-660648,2023-11-03 17:17:43+00:00,package delivered,p-660648,,3.281,,packages
deliver_p-660647,2023-11-03 17:46:29+00:00,package delivered,p-660647,,2.602,,packages
create_p-660650,2023-11-03 17:55:03+00:00,create package,p-660650,,1.843,,packages
send_p-660649,2023-11-03 20:39:19+00:00,send package,p-660649,,3.11,,packages
create_p-660651,2023-11-03 21:40:29+00:00,create package,p-660651,,1.085,,packages
create_p-660652,2023-11-04 00:00:00+00:00,create package,p-660652,,5.039,,packages
deliver_p-660646,2023-11-06 08:46:25+00:00,package delivered,p-660646,,4.636,,packages
send_p-660650,2023-11-06 10:15:38+00:00,send package,p-660650,,1.843,,packages
create_p-660653,2023-11-06 10:47:52+00:00,create package,p-660653,,9.727,,packages
send_p-660651,2023-11-06 13:57:11+00:00,send package,p-660651,,1.085,,packages
create_p-660654,2023-11-06 15:10:10+00:00,create package,p-660654,,3.91,,packages
send_p-660653,2023-11-06 15:28:09+00:00,send package,p-660653,,9.727,,packages
create_p-660655,2023-11-06 15:32:17+00:00,create package,p-660655,,1.717,,packages
create_p-660656,2023-11-06 16:19:41+00:00,create package,p-660656,,4.375,,packages
deliver_p-660651,2023-11-06 16:38:08+00:00,package delivered,p-660651,,1.085,,packages
create_p-660657,2023-11-06 19:02:50+00:00,create package,p-660657,,2.581,,packages
send_p-660654,2023-11-07 08:12:14+00:00,send package,p-660654,,3.91,,packages
deliver_p-660650,2023-11-07 08:24:22+00:00,package delivered,p-660650,,1.843,,packages
create_p-660658,2023-11-07 08:49:10+00:00,create package,p-660658,,5.76,,packages
send_p-660652,2023-11-07 08:56:41+00:00,send package,p-660652,,5.039,,packages
create_p-660659,2023-11-07 09:55:39+00:00,create package,p-660659,,6.031,,packages
send_p-660657,2023-11-07 10:19:41+00:00,send package,p-660657,,2.581,,packages
send_p-660658,2023-11-07 10:30:43+00:00,send package,p-660658,,5.76,,packages
deliver_p-660657,2023-11-07 10:36:42+00:00,package delivered,p-660657,,2.581,,packages
deliver_p-660649,2023-11-07 10:39:59+00:00,package delivered,p-660649,,3.11,,packages
create_p-660660,2023-11-07 10:52:00+00:00,create package,p-660660,,6.258,,packages
deliver_p-660652,2023-11-07 10:55:04+00:00,package delivered,p-660652,,5.039,,packages
deliver_p-660653,2023-11-07 11:10:27+00:00,package delivered,p-660653,,9.727,,packages
send_p-660656,2023-11-07 11:20:59+00:00,send package,p-660656,,4.375,,packages
create_p-660661,2023-11-07 12:43:15+00:00,create package,p-660661,,6.877,,packages
send_p-660655,2023-11-07 13:38:14+00:00,send package,p-660655,,1.717,,packages
create_p-660662,2023-11-07 14:57:05+00:00,create package,p-660662,,4.458,,packages
deliver_p-660654,2023-11-07 15:12:23+00:00,package delivered,p-660654,,3.91,,packages
create_p-660663,2023-11-07 15:46:22+00:00,create package,p-660663,,6.957,,packages
send_p-660660,2023-11-07 16:20:16+00:00,send package,p-660660,,6.258,,packages
deliver_p-660655,2023-11-07 16:40:41+00:00,package delivered,p-660655,,1.717,,packages
deliver_p-660660,2023-11-07 16:47:28+00:00,package delivered,p-660660,,6.258,,packages
send_p-660663,2023-11-07 19:14:18+00:00,send package,p-660663,,6.957,,packages
create_p-660664,2023-11-08 08:58:24+00:00,create package,p-660664,,7.863,,packages
send_p-660664,2023-11-08 10:09:35+00:00,send package,p-660664,,7.863,,packages
send_p-660659,2023-11-08 10:23:39+00:00,send package,p-660659,,6.031,,packages
deliver_p-660658,2023-11-08 10:47:30+00:00,package delivered,p-660658,,5.76,,packages
deliver_p-660656,2023-11-08 10:51:53+00:00,package delivered,p-660656,,4.375,,packages
deliver_p-660663,2023-11-08 11:32:00+00:00,package delivered,p-660663,,6.957,,packages
send_p-660662,2023-11-08 12:26:44+00:00,send package,p-660662,,4.458,,packages
create_p-660665,2023-11-08 14:54:44+00:00,create package,p-660665,,1.138,,packages
deliver_p-660659,2023-11-08 15:34:20+00:00,package delivered,p-660659,,6.031,,packages
send_p-660661,2023-11-08 16:13:23+00:00,send package,p-660661,,6.877,,packages
create_p-660666,2023-11-08 16:16:11+00:00,create package,p-660666,,2.786,,packages
deliver_p-660664,2023-11-08 17:46:03+00:00,package delivered,p-660664,,7.863,,packages
send_p-660666,2023-11-08 22:00:12+00:00,send package,p-660666,,2.786,,packages
create_p-660667,2023-11-09 00:00:00+00:00,create package,p-660667,,4.623,,packages
send_p-660665,2023-11-09 09:55:03+00:00,send package,p-660665,,1.138,,packages
deliver_p-660661,2023-11-09 10:12:07+00:00,package delivered,p-660661,,6.877,,packages
create_p-660668,2023-11-09 11:14:51+00:00,create package,p-660668,,5.293,,packages
deliver_p-660662,2023-11-09 12:39:43+00:00,package delivered,p-660662,,4.458,,packages
deliver_p-660666,2023-11-09 13:00:16+00:00,package delivered,p-660666,,2.786,,packages
fail_p-660665_188,2023-11-09 15:36:22+00:00,failed delivery,p-660665,,1.138,,packages
create_p-660669,2023-11-09 16:13:19+00:00,create package,p-660669,,3.803,,packages
send_p-660669,2023-11-09 16:54:28+00:00,send package,p-660669,,3.803,,packages
send_p-660667,2023-11-09 17:37:04+00:00,send package,p-660667,,4.623,,packages
create_p-660670,2023-11-09 17:38:18+00:00,create package,p-660670,,4.225,,packages
deliver_p-660669,2023-11-09 18:11:23+00:00,package delivered,p-660669,,3.803,,packages
send_p-660668,2023-11-10 09:31:44+00:00,send package,p-660668,,5.293,,packages
create_p-660671,2023-11-10 09:32:22+00:00,create package,p-660671,,1.594,,packages
create_p-660672,2023-11-10 10:34:49+00:00,create package,p-660672,,4.295,,packages
send_p-660670,2023-11-10 10:51:33+00:00,send package,p-660670,,4.225,,packages
deliver_p-660668,2023-11-10 12:10:03+00:00,package delivered,p-660668,,5.293,,packages
create_p-660673,2023-11-10 12:18:42+00:00,create package,p-660673,,1.982,,packages
create_p-660674,2023-11-10 12:43:14+00:00,create package,p-660674,,2.672,,packages
deliver_p-660670,2023-11-10 13:55:14+00:00,package delivered,p-660670,,4.225,,packages
send_p-660672,2023-11-10 15:08:29+00:00,send package,p-660672,,4.295,,packages
deliver_p-660665,2023-11-10 15:36:13+00:00,package delivered,p-660665,,1.138,,packages
create_p-660675,2023-11-10 15:45:23+00:00,create package,p-660675,,5.574,,packages
send_p-660671,2023-11-10 15:50:25+00:00,send package,p-660671,,1.594,,packages
send_p-660674,2023-11-10 16:23:12+00:00,send package,p-660674,,2.672,,packages
deliver_p-660667,2023-11-10 17:06:05+00:00,package delivered,p-660667,,4.623,,packages
create_p-660676,2023-11-10 18:23:26+00:00,create package,p-660676,,2.74,,packages
send_p-660675,2023-11-10 21:32:34+00:00,send package,p-660675,,5.574,,packages
create_p-660677,2023-11-13 08:46:47+00:00,create package,p-660677,,1.05,,packages
send_p-660676,2023-11-13 09:33:14+00:00,send package,p-660676,,2.74,,packages
deliver_p-660672,2023-11-13 09:36:55+00:00,package delivered,p-660672,,4.295,,packages
create_p-660678,2023-11-13 10:34:10+00:00,create package,p-660678,,7.652,,packages
deliver_p-660676,2023-11-13 11:01:40+00:00,package delivered,p-660676,,2.74,,packages
create_p-660679,2023-11-13 12:41:12+00:00,create package,p-660679,,1.963,,packages
deliver_p-660675,2023-11-13 14:39:54+00:00,package delivered,p-660675,,5.574,,packages
create_p-660680,2023-11-13 14:46:18+00:00,create package,p-660680,,8.237,,packages
deliver_p-660671,2023-11-13 16:10:26+00:00,package delivered,p-660671,,1.594,,packages
send_p-660678,2023-11-13 16:22:12+00:00,send package,p-660678,,7.652,,packages
create_p-660681,2023-11-13 16:33:49+00:00,create package,p-660681,,3.546,,packages
send_p-660673,2023-11-13 16:35:52+00:00,send package,p-660673,,1.982,,packages
send_p-660681,2023-11-13 16:48:39+00:00,send package,p-660681,,3.546,,packages
deliver_p-660674,2023-11-13 16:56:13+00:00,package delivered,p-660674,,2.672,,packages
create_p-660682,2023-11-13 21:10:51+00:00,create package,p-660682,,3.023,,packages
create_p-660683,2023-11-14 00:00:00+00:00,create package,p-660683,,9.347,,packages
send_p-660679,2023-11-14 10:18:53+00:00,send package,p-660679,,1.963,,packages
deliver_p-660678,2023-11-14 10:22:38+00:00,package delivered,p-660678,,7.652,,packages
send_p-660677,2023-11-14 10:33:14+00:00,send package,p-660677,,1.05,,packages
deliver_p-660679,2023-11-14 10:41:30+00:00,package delivered,p-660679,,1.963,,packages
send_p-660680,2023-11-14 12:03:37+00:00,send package,p-660680,,8.237,,packages
deliver_p-660680,2023-11-14 15:08:32+00:00,package delivered,p-660680,,8.237,,packages
deliver_p-660677,2023-11-14 15:14:27+00:00,package delivered,p-660677,,1.05,,packages
send_p-660683,2023-11-14 15:44:36+00:00,send package,p-660683,,9.347,,packages
fail_p-660681_189,2023-11-14 15:55:07+00:00,failed delivery,p-660681,,3.546,,packages
create_p-660684,2023-11-14 16:15:47+00:00,create package,p-660684,,2.964,,packages
create_p-660685,2023-11-14 17:34:45+00:00,create package,p-660685,,6.622,,packages
send_p-660682,2023-11-14 18:16:53+00:00,send package,p-660682,,3.023,,packages
fail_p-660673_190,2023-11-14 18:45:27+00:00,failed delivery,p-660673,,1.982,,packages
deliver_p-660673,2023-11-15 11:25:40+00:00,package delivered,p-660673,,1.982,,packages
create_p-660686,2023-11-15 11:30:57+00:00,create package,p-660686,,4.123,,packages
deliver_p-660682,2023-11-15 11:45:55+00:00,package delivered,p-660682,,3.023,,packages
send_p-660685,2023-11-15 11:48:41+00:00,send package,p-660685,,6.622,,packages
send_p-660684,2023-11-15 12:03:08+00:00,send package,p-660684,,2.964,,packages
create_p-660687,2023-11-15 12:22:43+00:00,create package,p-660687,,3.133,,packages
create_p-660688,2023-11-15 14:24:09+00:00,create package,p-660688,,2.459,,packages
deliver_p-660683,2023-11-15 15:15:06+00:00,package delivered,p-660683,,9.347,,packages
create_p-660689,2023-11-15 15:32:15+00:00,create package,p-660689,,7.208,,packages
deliver_p-660685,2023-11-15 16:14:52+00:00,package delivered,p-660685,,6.622,,packages
send_p-660689,2023-11-15 16:49:12+00:00,send package,p-660689,,7.208,,packages
deliver_p-660684,2023-11-15 17:03:38+00:00,package delivered,p-660684,,2.964,,packages
create_p-660690,2023-11-15 17:20:29+00:00,create package,p-660690,,1.81,,packages
send_p-660686,2023-11-15 18:20:50+00:00,send package,p-660686,,4.123,,packages
send_p-660687,2023-11-15 19:12:32+00:00,send package,p-660687,,3.133,,packages
fail_p-660681_191,2023-11-15 19:28:52+00:00,failed delivery,p-660681,,3.546,,packages
create_p-660691,2023-11-16 08:24:56+00:00,create package,p-660691,,0.762,,packages
fail_p-660689_192,2023-11-16 08:56:10+00:00,failed delivery,p-660689,,7.208,,packages
send_p-660690,2023-11-16 09:29:41+00:00,send package,p-660690,,1.81,,packages
create_p-660692,2023-11-16 09:39:56+00:00,create package,p-660692,,5.096,,packages
send_p-660688,2023-11-16 09:48:36+00:00,send package,p-660688,,2.459,,packages
fail_p-660687_193,2023-11-16 10:19:46+00:00,failed delivery,p-660687,,3.133,,packages
send_p-660691,2023-11-16 12:11:21+00:00,send package,p-660691,,0.762,,packages
create_p-660693,2023-11-16 12:49:40+00:00,create package,p-660693,,3.623,,packages
deliver_p-660690,2023-11-16 13:48:52+00:00,package delivered,p-660690,,1.81,,packages
fail_p-660691_194,2023-11-16 14:36:25+00:00,failed delivery,p-660691,,0.762,,packages
create_p-660694,2023-11-16 14:46:36+00:00,create package,p-660694,,4.18,,packages
deliver_p-660686,2023-11-16 15:58:48+00:00,package delivered,p-660686,,4.123,,packages
deliver_p-660687,2023-11-16 16:47:05+00:00,package delivered,p-660687,,3.133,,packages
create_p-660695,2023-11-16 16:48:34+00:00,create package,p-660695,,3.028,,packages
send_p-660694,2023-11-16 17:56:34+00:00,send package,p-660694,,4.18,,packages
create_p-660696,2023-11-16 18:46:20+00:00,create package,p-660696,,8.102,,packages
send_p-660693,2023-11-16 19:29:28+00:00,send package,p-660693,,3.623,,packages
deliver_p-660694,2023-11-16 19:33:24+00:00,package delivered,p-660694,,4.18,,packages
deliver_p-660681,2023-11-16 21:47:25+00:00,package delivered,p-660681,,3.546,,packages
create_p-660697,2023-11-17 11:22:37+00:00,create package,p-660697,,4.148,,packages
send_p-660692,2023-11-17 11:32:58+00:00,send package,p-660692,,5.096,,packages
deliver_p-660689,2023-11-17 12:14:18+00:00,package delivered,p-660689,,7.208,,packages
fail_p-660688_195,2023-11-17 12:32:40+00:00,failed delivery,p-660688,,2.459,,packages
deliver_p-660693,2023-11-17 14:06:37+00:00,package delivered,p-660693,,3.623,,packages
create_p-660698,2023-11-17 15:07:56+00:00,create package,p-660698,,5.916,,packages
send_p-660697,2023-11-17 16:49:48+00:00,send package,p-660697,,4.148,,packages
fail_p-660691_196,2023-11-17 17:39:00+00:00,failed delivery,p-660691,,0.762,,packages
send_p-660695,2023-11-17 17:44:29+00:00,send package,p-660695,,3.028,,packages
create_p-660699,2023-11-19 00:00:00+00:00,create package,p-660699,,4.852,,packages
