ocel:eid,time:timestamp,concept:name,case:concept:name,case:role,case:weight,case:price,case:ocel:type,event_cost,cumulative_cost
pay_o-991074,2023-10-19 16:22:24+00:00,pay order,o-991074,,,8346.42,orders,1,2
place_o-991081,2023-10-19 16:24:56+00:00,place order,o-991081,,,2121.35,orders,0,0
confirm_o-991080,2023-10-19 16:45:30+00:00,confirm order,o-991080,,,849.11,orders,1,1
pay_o-990955,2023-10-19 17:34:31+00:00,pay order,o-990955,,,3009.72,orders,1,4
pay_o-990882,2023-10-19 17:39:19+00:00,pay order,o-990882,,,4296.21,orders,1,4
reminder_o-990960_261,2023-10-19 17:46:30+00:00,payment reminder,o-990960,,,577.38,orders,2,3
place_o-991082,2023-10-19 18:07:58+00:00,place order,o-991082,,,1386.98,orders,0,0
confirm_o-991077,2023-10-19 18:46:17+00:00,confirm order,o-991077,,,37.92,orders,1,1
place_o-991083,2023-10-19 20:00:05+00:00,place order,o-991083,,,845.81,orders,0,0
place_o-991084,2023-10-19 22:36:21+00:00,place order,o-991084,,,312.32,orders,0,0
place_o-991085,2023-10-20 09:00:53+00:00,place order,o-991085,,,1199.3,orders,0,0
confirm_o-991082,2023-10-20 09:09:23+00:00,confirm order,o-991082,,,1386.98,orders,1,1
pay_o-990991,2023-10-20 09:29:21+00:00,pay order,o-990991,,,2446.25,orders,1,2
confirm_o-991083,2023-10-20 10:02:54+00:00,confirm order,o-991083,,,845.81,orders,1,1
place_o-991086,2023-10-20 10:19:52+00:00,place order,o-991086,,,1239.89,orders,0,0
pay_o-991046,2023-10-20 10:28:54+00:00,pay order,o-991046,,,909.49,orders,1,2
confirm_o-991081,2023-10-20 10:56:14+00:00,confirm order,o-991081,,,2121.35,orders,1,1
pay_o-991041,2023-10-20 10:58:38+00:00,pay order,o-991041,,,4487.98,orders,1,2
pay_o-990939,2023-10-20 11:06:26+00:00,pay order,o-990939,,,4915.11,orders,1,4
reminder_o-990720_262,2023-10-20 11:07:45+00:00,payment reminder,o-990720,,,756.98,orders,2,7
confirm_o-991076,2023-10-20 11:46:33+00:00,confirm order,o-991076,,,3119.13,orders,1,1
place_o-991087,2023-10-20 11:57:50+00:00,place order,o-991087,,,3384.79,orders,0,0
pay_o-991039,2023-10-20 12:16:45+00:00,pay order,o-991039,,,345.24,orders,1,2
confirm_o-991087,2023-10-20 13:51:21+00:00,confirm order,o-991087,,,3384.79,orders,1,1
place_o-991088,2023-10-20 14:13:45+00:00,place order,o-991088,,,2294.79,orders,0,0
confirm_o-991085,2023-10-20 14:19:56+00:00,confirm order,o-991085,,,1199.3,orders,1,1
confirm_o-991084,2023-10-20 14:54:09+00:00,confirm order,o-991084,,,312.32,orders,1,1
pay_o-991056,2023-10-20 15:27:03+00:00,pay order,o-991056,,,3648.25,orders,1,2
place_o-991089,2023-10-20 15:45:36+00:00,place order,o-991089,,,658.12,orders,0,0
pay_o-991084,2023-10-20 16:00:29+00:00,pay order,o-991084,,,312.32,orders,1,2
confirm_o-991088,2023-10-20 16:15:58+00:00,confirm order,o-991088,,,2294.79,orders,1,1
confirm_o-991086,2023-10-20 16:33:49+00:00,confirm order,o-991086,,,1239.89,orders,1,1
place_o-991090,2023-10-20 17:49:18+00:00,place order,o-991090,,,212.45,orders,0,0
pay_o-991087,2023-10-20 17:58:44+00:00,pay order,o-991087,,,3384.79,orders,1,2
place_o-991091,2023-10-20 20:04:05+00:00,place order,o-991091,,,1091.72,orders,0,0
place_o-991092,2023-10-20 22:44:21+00:00,place order,o-991092,,,2859.01,orders,0,0
reminder_o-990839_263,2023-10-21 12:59:05+00:00,payment reminder,o-990839,,,2536.86,orders,2,5
place_o-991093,2023-10-21 19:09:03+00:00,place order,o-991093,,,356.23,orders,0,0
reminder_o-990969_264,2023-10-22 10:24:33+00:00,payment reminder,o-990969,,,169.63,orders,2,3
reminder_o-990971_265,2023-10-22 13:03:30+00:00,payment reminder,o-990971,,,4806.33,orders,2,3
reminder_o-990856_266,2023-10-22 15:27:34+00:00,payment reminder,o-990856,,,4731.16,orders,2,5
reminder_o-990973_267,2023-10-22 15:51:40+00:00,payment reminder,o-990973,,,1867.8,orders,2,3
reminder_o-990968_268,2023-10-22 18:10:18+00:00,payment reminder,o-990968,,,1106.45,orders,2,3
place_o-991094,2023-10-22 18:50:30+00:00,place order,o-991094,,,1338.69,orders,0,0
confirm_o-991091,2023-10-23 09:06:18+00:00,confirm order,o-991091,,,1091.72,orders,1,1
pay_o-991085,2023-10-23 09:07:04+00:00,pay order,o-991085,,,1199.3,orders,1,2
reminder_o-990861_269,2023-10-23 09:11:56+00:00,payment reminder,o-990861,,,4634.87,orders,2,5
pay_o-991011,2023-10-23 09:15:33+00:00,pay order,o-991011,,,1705.32,orders,1,2
place_o-991095,2023-10-23 09:23:36+00:00,place order,o-991095,,,3325.53,orders,0,0
confirm_o-991090,2023-10-23 09:42:12+00:00,confirm order,o-991090,,,212.45,orders,1,1
confirm_o-991093,2023-10-23 09:42:55+00:00,confirm order,o-991093,,,356.23,orders,1,1
reminder_o-990853_270,2023-10-23 09:52:17+00:00,payment reminder,o-990853,,,1616.06,orders,2,5
confirm_o-991092,2023-10-23 09:59:26+00:00,confirm order,o-991092,,,2859.01,orders,1,1
place_o-991096,2023-10-23 11:05:17+00:00,place order,o-991096,,,3056.57,orders,0,0
pay_o-991076,2023-10-23 11:47:27+00:00,pay order,o-991076,,,3119.13,orders,1,2
confirm_o-991094,2023-10-23 11:54:46+00:00,confirm order,o-991094,,,1338.69,orders,1,1
pay_o-990782,2023-10-23 12:14:29+00:00,pay order,o-990782,,,663.91,orders,1,6
place_o-991097,2023-10-23 12:28:40+00:00,place order,o-991097,,,1266.26,orders,0,0
place_o-991098,2023-10-23 14:15:26+00:00,place order,o-991098,,,5021.47,orders,0,0
pay_o-991013,2023-10-23 14:17:46+00:00,pay order,o-991013,,,1327.72,orders,1,2
pay_o-991068,2023-10-23 14:26:45+00:00,pay order,o-991068,,,991.82,orders,1,2
confirm_o-991098,2023-10-23 14:34:01+00:00,confirm order,o-991098,,,5021.47,orders,1,1
confirm_o-991089,2023-10-23 15:21:20+00:00,confirm order,o-991089,,,658.12,orders,1,1
place_o-991099,2023-10-23 15:48:57+00:00,place order,o-991099,,,3457.22,orders,0,0
confirm_o-991099,2023-10-23 15:49:17+00:00,confirm order,o-991099,,,3457.22,orders,1,1
confirm_o-991095,2023-10-23 16:05:39+00:00,confirm order,o-991095,,,3325.53,orders,1,1
pay_o-990923,2023-10-23 16:16:12+00:00,pay order,o-990923,,,2417.85,orders,1,4
pay_o-991042,2023-10-23 16:20:56+00:00,pay order,o-991042,,,1714.12,orders,1,2
pay_o-991092,2023-10-23 17:50:40+00:00,pay order,o-991092,,,2859.01,orders,1,2
place_o-991100,2023-10-23 17:56:00+00:00,place order,o-991100,,,1790.96,orders,0,0
place_o-991101,2023-10-23 20:24:11+00:00,place order,o-991101,,,640.55,orders,0,0
place_o-991102,2023-10-23 23:26:03+00:00,place order,o-991102,,,3001.67,orders,0,0
reminder_o-990983_271,2023-10-24 08:23:11+00:00,payment reminder,o-990983,,,2281.57,orders,2,3
place_o-991103,2023-10-24 09:19:26+00:00,place order,o-991103,,,955.57,orders,0,0
pay_o-990971,2023-10-24 09:48:59+00:00,pay order,o-990971,,,4806.33,orders,1,4
pay_o-990983,2023-10-24 10:14:43+00:00,pay order,o-990983,,,2281.57,orders,1,4
pay_o-990853,2023-10-24 10:30:46+00:00,pay order,o-990853,,,1616.06,orders,1,6
confirm_o-991100,2023-10-24 10:51:16+00:00,confirm order,o-991100,,,1790.96,orders,1,1
confirm_o-991102,2023-10-24 10:55:34+00:00,confirm order,o-991102,,,3001.67,orders,1,1
place_o-991104,2023-10-24 10:56:58+00:00,place order,o-991104,,,2998.4,orders,0,0
pay_o-991065,2023-10-24 11:14:19+00:00,pay order,o-991065,,,2176.24,orders,1,2
confirm_o-991103,2023-10-24 11:18:48+00:00,confirm order,o-991103,,,955.57,orders,1,1
confirm_o-991097,2023-10-24 11:26:36+00:00,confirm order,o-991097,,,1266.26,orders,1,1
pay_o-991094,2023-10-24 12:11:44+00:00,pay order,o-991094,,,1338.69,orders,1,2
pay_o-991034,2023-10-24 12:34:59+00:00,pay order,o-991034,,,2463.84,orders,1,2
pay_o-991069,2023-10-24 12:38:03+00:00,pay order,o-991069,,,2811.78,orders,1,2
confirm_o-991101,2023-10-24 12:52:28+00:00,confirm order,o-991101,,,640.55,orders,1,1
place_o-991105,2023-10-24 13:12:02+00:00,place order,o-991105,,,4119.18,orders,0,0
confirm_o-991096,2023-10-24 13:40:44+00:00,confirm order,o-991096,,,3056.57,orders,1,1
place_o-991106,2023-10-24 14:42:09+00:00,place order,o-991106,,,1966.58,orders,0,0
pay_o-991072,2023-10-24 15:07:15+00:00,pay order,o-991072,,,389.16,orders,1,2
pay_o-991080,2023-10-24 15:18:51+00:00,pay order,o-991080,,,849.11,orders,1,2
confirm_o-991104,2023-10-24 15:31:03+00:00,confirm order,o-991104,,,2998.4,orders,1,1
pay_o-991097,2023-10-24 15:53:37+00:00,pay order,o-991097,,,1266.26,orders,1,2
reminder_o-990989_272,2023-10-24 15:55:00+00:00,payment reminder,o-990989,,,866.67,orders,2,3
pay_o-990968,2023-10-24 16:00:40+00:00,pay order,o-990968,,,1106.45,orders,1,4
confirm_o-991106,2023-10-24 16:09:36+00:00,confirm order,o-991106,,,1966.58,orders,1,1
place_o-991107,2023-10-24 16:42:24+00:00,place order,o-991107,,,2749.25,orders,0,0
pay_o-991058,2023-10-24 17:17:45+00:00,pay order,o-991058,,,2726.16,orders,1,2
pay_o-991098,2023-10-24 17:38:48+00:00,pay order,o-991098,,,5021.47,orders,1,2
place_o-991108,2023-10-24 18:42:54+00:00,place order,o-991108,,,4549.45,orders,0,0
pay_o-990803,2023-10-24 18:49:52+00:00,pay order,o-990803,,,1387.8,orders,1,6
place_o-991109,2023-10-24 21:44:53+00:00,place order,o-991109,,,1364.99,orders,0,0
place_o-991110,2023-10-25 06:30:14+00:00,place order,o-991110,,,1934.75,orders,0,0
reminder_o-990988_273,2023-10-25 08:41:34+00:00,payment reminder,o-990988,,,935.84,orders,2,3
pay_o-991031,2023-10-25 09:08:10+00:00,pay order,o-991031,,,3713.03,orders,1,2
place_o-991111,2023-10-25 10:09:21+00:00,place order,o-991111,,,2214.66,orders,0,0
confirm_o-991108,2023-10-25 10:18:22+00:00,confirm order,o-991108,,,4549.45,orders,1,1
pay_o-991104,2023-10-25 10:26:47+00:00,pay order,o-991104,,,2998.4,orders,1,2
confirm_o-991110,2023-10-25 10:43:18+00:00,confirm order,o-991110,,,1934.75,orders,1,1
confirm_o-991109,2023-10-25 11:22:33+00:00,confirm order,o-991109,,,1364.99,orders,1,1
place_o-991112,2023-10-25 11:36:48+00:00,place order,o-991112,,,5650.46,orders,0,0
pay_o-990973,2023-10-25 13:18:22+00:00,pay order,o-990973,,,1867.8,orders,1,4
place_o-991113,2023-10-25 13:31:42+00:00,place order,o-991113,,,5456.15,orders,0,0
pay_o-991071,2023-10-25 15:05:37+00:00,pay order,o-991071,,,2230.04,orders,1,2
confirm_o-991112,2023-10-25 15:11:35+00:00,confirm order,o-991112,,,5650.46,orders,1,1
confirm_o-991105,2023-10-25 15:13:34+00:00,confirm order,o-991105,,,4119.18,orders,1,1
place_o-991114,2023-10-25 15:21:29+00:00,place order,o-991114,,,3264.03,orders,0,0
pay_o-991086,2023-10-25 15:42:28+00:00,pay order,o-991086,,,1239.89,orders,1,2
reminder_o-990994_274,2023-10-25 16:05:19+00:00,payment reminder,o-990994,,,2176.21,orders,2,3
pay_o-991021,2023-10-25 16:10:41+00:00,pay order,o-991021,,,323.31,orders,1,2
pay_o-990994,2023-10-25 16:33:53+00:00,pay order,o-990994,,,2176.21,orders,1,4
place_o-991115,2023-10-25 17:01:04+00:00,place order,o-991115,,,903.99,orders,0,0
pay_o-990989,2023-10-25 17:12:18+00:00,pay order,o-990989,,,866.67,orders,1,4
pay_o-990856,2023-10-25 17:12:26+00:00,pay order,o-990856,,,4731.16,orders,1,6
pay_o-991108,2023-10-25 17:15:32+00:00,pay order,o-991108,,,4549.45,orders,1,2
confirm_o-991115,2023-10-25 17:39:20+00:00,confirm order,o-991115,,,903.99,orders,1,1
place_o-991116,2023-10-25 18:20:13+00:00,place order,o-991116,,,548.36,orders,0,0
confirm_o-991111,2023-10-25 19:05:30+00:00,confirm order,o-991111,,,2214.66,orders,1,1
reminder_o-990996_275,2023-10-25 20:08:51+00:00,payment reminder,o-990996,,,607.63,orders,2,3
place_o-991117,2023-10-25 20:36:51+00:00,place order,o-991117,,,2112.53,orders,0,0
place_o-991118,2023-10-26 00:42:02+00:00,place order,o-991118,,,433.07,orders,0,0
confirm_o-991113,2023-10-26 09:40:01+00:00,confirm order,o-991113,,,5456.15,orders,1,1
place_o-991119,2023-10-26 09:46:20+00:00,place order,o-991119,,,2738.25,orders,0,0
pay_o-991052,2023-10-26 10:15:17+00:00,pay order,o-991052,,,146.61,orders,1,2
pay_o-991100,2023-10-26 11:09:02+00:00,pay order,o-991100,,,1790.96,orders,1,2
reminder_o-991001_276,2023-10-26 11:29:15+00:00,payment reminder,o-991001,,,585.69,orders,2,3
confirm_o-991116,2023-10-26 11:31:45+00:00,confirm order,o-991116,,,548.36,orders,1,1
place_o-991120,2023-10-26 11:50:46+00:00,place order,o-991120,,,2707.52,orders,0,0
confirm_o-991107,2023-10-26 12:22:46+00:00,confirm order,o-991107,,,2749.25,orders,1,1
confirm_o-991117,2023-10-26 12:34:37+00:00,confirm order,o-991117,,,2112.53,orders,1,1
place_o-991121,2023-10-26 13:59:37+00:00,place order,o-991121,,,2021.46,orders,0,0
pay_o-990996,2023-10-26 14:24:20+00:00,pay order,o-990996,,,607.63,orders,1,4
reminder_o-990993_277,2023-10-26 14:32:54+00:00,payment reminder,o-990993,,,801.89,orders,2,3
pay_o-991099,2023-10-26 14:55:55+00:00,pay order,o-991099,,,3457.22,orders,1,2
confirm_o-991119,2023-10-26 15:52:45+00:00,confirm order,o-991119,,,2738.25,orders,1,1
place_o-991122,2023-10-26 16:17:20+00:00,place order,o-991122,,,2989.64,orders,0,0
pay_o-991091,2023-10-26 16:42:04+00:00,pay order,o-991091,,,1091.72,orders,1,2
confirm_o-991121,2023-10-26 16:56:19+00:00,confirm order,o-991121,,,2021.46,orders,1,1
confirm_o-991118,2023-10-26 17:36:49+00:00,confirm order,o-991118,,,433.07,orders,1,1
confirm_o-991122,2023-10-26 17:41:49+00:00,confirm order,o-991122,,,2989.64,orders,1,1
place_o-991123,2023-10-26 17:52:46+00:00,place order,o-991123,,,3328.84,orders,0,0
place_o-991124,2023-10-26 20:14:29+00:00,place order,o-991124,,,1023.66,orders,0,0
place_o-991125,2023-10-26 23:05:09+00:00,place order,o-991125,,,4501.13,orders,0,0
place_o-991126,2023-10-27 08:54:22+00:00,place order,o-991126,,,2996.23,orders,0,0
pay_o-991037,2023-10-27 10:11:16+00:00,pay order,o-991037,,,1644.95,orders,1,2
confirm_o-991120,2023-10-27 10:37:52+00:00,confirm order,o-991120,,,2707.52,orders,1,1
place_o-991127,2023-10-27 11:09:39+00:00,place order,o-991127,,,1407.87,orders,0,0
confirm_o-991123,2023-10-27 11:17:01+00:00,confirm order,o-991123,,,3328.84,orders,1,1
pay_o-991093,2023-10-27 11:29:44+00:00,pay order,o-991093,,,356.23,orders,1,2
pay_o-991096,2023-10-27 11:40:13+00:00,pay order,o-991096,,,3056.57,orders,1,2
confirm_o-991125,2023-10-27 11:49:36+00:00,confirm order,o-991125,,,4501.13,orders,1,1
confirm_o-991114,2023-10-27 11:49:47+00:00,confirm order,o-991114,,,3264.03,orders,1,1
pay_o-991089,2023-10-27 12:13:42+00:00,pay order,o-991089,,,658.12,orders,1,2
place_o-991128,2023-10-27 12:37:23+00:00,place order,o-991128,,,1573.57,orders,0,0
confirm_o-991128,2023-10-27 12:41:28+00:00,confirm order,o-991128,,,1573.57,orders,1,1
confirm_o-991124,2023-10-27 12:55:27+00:00,confirm order,o-991124,,,1023.66,orders,1,1
pay_o-990861,2023-10-27 13:07:04+00:00,pay order,o-990861,,,4634.87,orders,1,6
confirm_o-991127,2023-10-27 13:23:40+00:00,confirm order,o-991127,,,1407.87,orders,1,1
pay_o-991115,2023-10-27 14:25:41+00:00,pay order,o-991115,,,903.99,orders,1,2
place_o-991129,2023-10-27 14:32:52+00:00,place order,o-991129,,,3787.68,orders,0,0
place_o-991130,2023-10-27 16:23:50+00:00,place order,o-991130,,,1809.62,orders,0,0
confirm_o-991126,2023-10-27 16:33:45+00:00,confirm order,o-991126,,,2996.23,orders,1,1
pay_o-990960,2023-10-27 16:53:38+00:00,pay order,o-990960,,,577.38,orders,1,4
place_o-991131,2023-10-27 18:05:45+00:00,place order,o-991131,,,3902.88,orders,0,0
confirm_o-991129,2023-10-27 19:15:00+00:00,confirm order,o-991129,,,3787.68,orders,1,1
place_o-991132,2023-10-27 19:53:27+00:00,place order,o-991132,,,2559.34,orders,0,0
place_o-991133,2023-10-27 23:23:05+00:00,place order,o-991133,,,1919.38,orders,0,0
reminder_o-990889_278,2023-10-28 09:51:20+00:00,payment reminder,o-990889,,,1431.03,orders,2,5
reminder_o-990886_279,2023-10-28 15:10:29+00:00,payment reminder,o-990886,,,2361.58,orders,2,5
place_o-991134,2023-10-28 21:35:08+00:00,place order,o-991134,,,910.58,orders,0,0
reminder_o-991012_280,2023-10-29 08:41:20+00:00,payment reminder,o-991012,,,717.37,orders,2,3
reminder_o-990998_281,2023-10-29 09:10:29+00:00,payment reminder,o-990998,,,1903.99,orders,2,3
reminder_o-991006_282,2023-10-29 13:51:53+00:00,payment reminder,o-991006,,,2341.96,orders,2,3
reminder_o-991014_283,2023-10-29 15:05:05+00:00,payment reminder,o-991014,,,1002.79,orders,2,3
place_o-991135,2023-10-29 21:12:08+00:00,place order,o-991135,,,213.54,orders,0,0
confirm_o-991131,2023-10-30 08:26:54+00:00,confirm order,o-991131,,,3902.88,orders,1,1
place_o-991136,2023-10-30 09:00:20+00:00,place order,o-991136,,,1593.36,orders,0,0
reminder_o-991019_284,2023-10-30 09:25:51+00:00,payment reminder,o-991019,,,8568.1,orders,2,3
pay_o-991048,2023-10-30 09:53:25+00:00,pay order,o-991048,,,2580.2,orders,1,2
confirm_o-991133,2023-10-30 09:59:13+00:00,confirm order,o-991133,,,1919.38,orders,1,1
place_o-991137,2023-10-30 10:18:46+00:00,place order,o-991137,,,2683.35,orders,0,0
pay_o-990839,2023-10-30 10:32:54+00:00,pay order,o-990839,,,2536.86,orders,1,6
confirm_o-991136,2023-10-30 11:00:37+00:00,confirm order,o-991136,,,1593.36,orders,1,1
pay_o-991133,2023-10-30 11:11:26+00:00,pay order,o-991133,,,1919.38,orders,1,2
place_o-991138,2023-10-30 11:55:38+00:00,place order,o-991138,,,6403.48,orders,0,0
pay_o-991018,2023-10-30 12:00:18+00:00,pay order,o-991018,,,596.65,orders,1,2
pay_o-990988,2023-10-30 12:33:17+00:00,pay order,o-990988,,,935.84,orders,1,4
reminder_o-990894_285,2023-10-30 12:54:26+00:00,payment reminder,o-990894,,,5914.86,orders,2,5
pay_o-990998,2023-10-30 13:07:50+00:00,pay order,o-990998,,,1903.99,orders,1,4
pay_o-991102,2023-10-30 13:16:08+00:00,pay order,o-991102,,,3001.67,orders,1,2
confirm_o-991137,2023-10-30 13:45:21+00:00,confirm order,o-991137,,,2683.35,orders,1,1
place_o-991139,2023-10-30 14:09:21+00:00,place order,o-991139,,,1593.37,orders,0,0
confirm_o-991134,2023-10-30 14:10:58+00:00,confirm order,o-991134,,,910.58,orders,1,1
reminder_o-991024_286,2023-10-30 14:16:57+00:00,payment reminder,o-991024,,,702.02,orders,2,3
confirm_o-991135,2023-10-30 15:08:45+00:00,confirm order,o-991135,,,213.54,orders,1,1
place_o-991140,2023-10-30 15:36:48+00:00,place order,o-991140,,,4931.46,orders,0,0
pay_o-991128,2023-10-30 16:04:19+00:00,pay order,o-991128,,,1573.57,orders,1,2
place_o-991141,2023-10-30 17:31:42+00:00,place order,o-991141,,,2954.5,orders,0,0
place_o-991142,2023-10-30 19:21:29+00:00,place order,o-991142,,,3142.24,orders,0,0
place_o-991143,2023-10-30 22:19:10+00:00,place order,o-991143,,,3000.62,orders,0,0
place_o-991144,2023-10-31 08:26:31+00:00,place order,o-991144,,,3023.63,orders,0,0
pay_o-991135,2023-10-31 09:02:37+00:00,pay order,o-991135,,,213.54,orders,1,2
confirm_o-991141,2023-10-31 09:40:33+00:00,confirm order,o-991141,,,2954.5,orders,1,1
pay_o-991105,2023-10-31 10:03:10+00:00,pay order,o-991105,,,4119.18,orders,1,2
place_o-991145,2023-10-31 10:27:52+00:00,place order,o-991145,,,3100.47,orders,0,0
pay_o-991006,2023-10-31 10:34:56+00:00,pay order,o-991006,,,2341.96,orders,1,4
confirm_o-991143,2023-10-31 10:54:53+00:00,confirm order,o-991143,,,3000.62,orders,1,1
place_o-991146,2023-10-31 12:13:50+00:00,place order,o-991146,,,1672.37,orders,0,0
pay_o-991121,2023-10-31 12:42:01+00:00,pay order,o-991121,,,2021.46,orders,1,2
place_o-991147,2023-10-31 13:45:45+00:00,place order,o-991147,,,1458.34,orders,0,0
pay_o-991101,2023-10-31 13:53:16+00:00,pay order,o-991101,,,640.55,orders,1,2
pay_o-991129,2023-10-31 15:24:31+00:00,pay order,o-991129,,,3787.68,orders,1,2
place_o-991148,2023-10-31 15:49:36+00:00,place order,o-991148,,,103.78,orders,0,0
confirm_o-991148,2023-10-31 15:49:37+00:00,confirm order,o-991148,,,103.78,orders,1,1
confirm_o-991140,2023-10-31 15:58:14+00:00,confirm order,o-991140,,,4931.46,orders,1,1
confirm_o-991138,2023-10-31 16:09:37+00:00,confirm order,o-991138,,,6403.48,orders,1,1
pay_o-991109,2023-10-31 16:14:17+00:00,pay order,o-991109,,,1364.99,orders,1,2
confirm_o-991132,2023-10-31 17:05:09+00:00,confirm order,o-991132,,,2559.34,orders,1,1
confirm_o-991142,2023-10-31 17:16:20+00:00,confirm order,o-991142,,,3142.24,orders,1,1
confirm_o-991145,2023-10-31 17:16:28+00:00,confirm order,o-991145,,,3100.47,orders,1,1
place_o-991149,2023-10-31 17:57:18+00:00,place order,o-991149,,,1835.91,orders,0,0
confirm_o-991147,2023-10-31 18:32:48+00:00,confirm order,o-991147,,,1458.34,orders,1,1
place_o-991150,2023-10-31 20:28:05+00:00,place order,o-991150,,,1200.37,orders,0,0
place_o-991151,2023-10-31 23:49:26+00:00,place order,o-991151,,,146.61,orders,0,0
confirm_o-991144,2023-11-01 09:31:34+00:00,confirm order,o-991144,,,3023.63,orders,1,1
confirm_o-991130,2023-11-01 09:32:13+00:00,confirm order,o-991130,,,1809.62,orders,1,1
place_o-991152,2023-11-01 09:47:31+00:00,place order,o-991152,,,2749.25,orders,0,0
confirm_o-991149,2023-11-01 10:12:46+00:00,confirm order,o-991149,,,1835.91,orders,1,1
confirm_o-991150,2023-11-01 10:35:53+00:00,confirm order,o-991150,,,1200.37,orders,1,1
pay_o-991143,2023-11-01 10:45:34+00:00,pay order,o-991143,,,3000.62,orders,1,2
pay_o-991111,2023-11-01 11:10:44+00:00,pay order,o-991111,,,2214.66,orders,1,2
confirm_o-991146,2023-11-01 11:16:48+00:00,confirm order,o-991146,,,1672.37,orders,1,1
reminder_o-991033_287,2023-11-01 11:23:48+00:00,payment reminder,o-991033,,,4122.43,orders,2,3
pay_o-990889,2023-11-01 11:23:58+00:00,pay order,o-990889,,,1431.03,orders,1,6
confirm_o-991151,2023-11-01 11:50:22+00:00,confirm order,o-991151,,,146.61,orders,1,1
place_o-991153,2023-11-01 11:53:07+00:00,place order,o-991153,,,4283.83,orders,0,0
confirm_o-991139,2023-11-01 11:57:28+00:00,confirm order,o-991139,,,1593.37,orders,1,1
pay_o-990993,2023-11-01 13:20:23+00:00,pay order,o-990993,,,801.89,orders,1,4
place_o-991154,2023-11-01 14:04:20+00:00,place order,o-991154,,,1952.3,orders,0,0
pay_o-991123,2023-11-01 14:25:21+00:00,pay order,o-991123,,,3328.84,orders,1,2
confirm_o-991152,2023-11-01 14:39:58+00:00,confirm order,o-991152,,,2749.25,orders,1,1
reminder_o-991038_288,2023-11-01 14:59:59+00:00,payment reminder,o-991038,,,2851.32,orders,2,3
pay_o-991082,2023-11-01 15:18:44+00:00,pay order,o-991082,,,1386.98,orders,1,2
place_o-991155,2023-11-01 15:26:46+00:00,place order,o-991155,,,4755.83,orders,0,0
confirm_o-991153,2023-11-01 15:46:26+00:00,confirm order,o-991153,,,4283.83,orders,1,1
place_o-991156,2023-11-01 17:11:37+00:00,place order,o-991156,,,1365.03,orders,0,0
pay_o-991118,2023-11-01 17:20:31+00:00,pay order,o-991118,,,433.07,orders,1,2
pay_o-991152,2023-11-01 17:22:51+00:00,pay order,o-991152,,,2749.25,orders,1,2
pay_o-991060,2023-11-01 17:48:03+00:00,pay order,o-991060,,,114.76,orders,1,2
pay_o-991107,2023-11-01 18:08:07+00:00,pay order,o-991107,,,2749.25,orders,1,2
place_o-991157,2023-11-01 18:41:20+00:00,place order,o-991157,,,2749.25,orders,0,0
place_o-991158,2023-11-01 21:40:11+00:00,place order,o-991158,,,5160.87,orders,0,0
place_o-991159,2023-11-02 06:02:03+00:00,place order,o-991159,,,4503.32,orders,0,0
confirm_o-991154,2023-11-02 08:32:20+00:00,confirm order,o-991154,,,1952.3,orders,1,1
confirm_o-991156,2023-11-02 08:38:42+00:00,confirm order,o-991156,,,1365.03,orders,1,1
reminder_o-990679_289,2023-11-02 09:26:07+00:00,payment reminder,o-990679,,,6028.48,orders,2,9
pay_o-991054,2023-11-02 09:27:51+00:00,pay order,o-991054,,,1517.61,orders,1,2
pay_o-991126,2023-11-02 09:30:35+00:00,pay order,o-991126,,,2996.23,orders,1,2
pay_o-991113,2023-11-02 09:33:53+00:00,pay order,o-991113,,,5456.15,orders,1,2
place_o-991160,2023-11-02 09:38:20+00:00,place order,o-991160,,,3922.64,orders,0,0
confirm_o-991160,2023-11-02 11:01:51+00:00,confirm order,o-991160,,,3922.64,orders,1,1
pay_o-991120,2023-11-02 11:17:11+00:00,pay order,o-991120,,,2707.52,orders,1,2
pay_o-991038,2023-11-02 11:29:16+00:00,pay order,o-991038,,,2851.32,orders,1,4
place_o-991161,2023-11-02 11:34:46+00:00,place order,o-991161,,,3130.14,orders,0,0
pay_o-991148,2023-11-02 11:46:20+00:00,pay order,o-991148,,,103.78,orders,1,2
pay_o-991144,2023-11-02 12:02:43+00:00,pay order,o-991144,,,3023.63,orders,1,2
pay_o-991147,2023-11-02 12:25:10+00:00,pay order,o-991147,,,1458.34,orders,1,2
pay_o-991055,2023-11-02 12:26:33+00:00,pay order,o-991055,,,789.81,orders,1,2
confirm_o-991158,2023-11-02 12:32:32+00:00,confirm order,o-991158,,,5160.87,orders,1,1
pay_o-990894,2023-11-02 12:50:10+00:00,pay order,o-990894,,,5914.86,orders,1,6
pay_o-991134,2023-11-02 13:02:11+00:00,pay order,o-991134,,,910.58,orders,1,2
confirm_o-991161,2023-11-02 13:26:40+00:00,confirm order,o-991161,,,3130.14,orders,1,1
place_o-991162,2023-11-02 13:27:38+00:00,place order,o-991162,,,5182.78,orders,0,0
pay_o-991077,2023-11-02 14:13:00+00:00,pay order,o-991077,,,37.92,orders,1,2
reminder_o-991040_290,2023-11-02 14:51:34+00:00,payment reminder,o-991040,,,4070.86,orders,2,3
place_o-991163,2023-11-02 15:13:21+00:00,place order,o-991163,,,2848.0,orders,0,0
confirm_o-991155,2023-11-02 16:22:53+00:00,confirm order,o-991155,,,4755.83,orders,1,1
